Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
81947-38264,WR,Demarcus,Demarcus Robinson,Robinson,3.0166667302449546,6,5400,CLE@BAL,BAL,CLE,,,,,,WR/FLEX
81947-53640,RB,Sony,Sony Michel,Michel,2.8500000635782876,6,5400,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
81947-91677,WR,Shi,Shi Smith,Smith,2.4166666666666665,6,5400,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-52916,WR,Russell,Russell Gage,Gage,6.283333460489909,6,5400,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-58041,RB,Mike,Mike Boone,Boone,3,5,5400,NYJ@DEN,DEN,NYJ,,,,,,RB/FLEX
81947-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,4.324999809265137,4,5400,IND@TEN,TEN,IND,,,,,,WR/FLEX
81947-56248,WR,Noah,Noah Brown,Brown,7.483333587646484,6,5400,DET@DAL,DAL,DET,,,,,,WR/FLEX
81947-56262,WR,Parris,Parris Campbell,Campbell,5.316666603088379,6,5400,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-53498,WR,Richie,Richie James Jr.,James Jr.,4.5,6,5300,NYG@JAC,NYG,JAC,,,,,,WR/FLEX
81947-63819,WR,Darius,Darius Slayton,Slayton,4.933333396911621,3,5300,NYG@JAC,NYG,JAC,,,,,,WR/FLEX
81947-52808,RB,Dontrell,Dontrell Hilliard,Hilliard,9.850000381469727,4,5300,IND@TEN,TEN,IND,,,,,,RB/FLEX
81947-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,6.433333079020183,3,5300,DET@DAL,DET,DAL,O,Ankle,,,,WR/FLEX
81947-14190,WR,Julio,Julio Jones,Jones,5.650000095367432,2,5300,TB@CAR,TB,CAR,O,Knee,,,,WR/FLEX
81947-27776,RB,Tevin,Tevin Coleman,Coleman,10.25,2,5200,KC@SF,SF,KC,,,,,,RB/FLEX
81947-61593,WR,Jauan,Jauan Jennings,Jennings,3.6000000635782876,6,5200,KC@SF,SF,KC,,,,,,WR/FLEX
81947-62628,WR,DeAndre,DeAndre Carter,Carter,5.116666793823242,6,5200,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-86192,WR,KJ,KJ Hamler,Hamler,3.2249999046325684,4,5200,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-52451,RB,Samaje,Samaje Perine,Perine,5,6,5200,ATL@CIN,CIN,ATL,,,,,,RB/FLEX
81947-92575,RB,Isiah,Isiah Pacheco,Pacheco,3.7999998728434243,6,5200,KC@SF,KC,SF,,,,,,RB/FLEX
81947-169776,WR,Christian,Christian Watson,Watson,4.150000095367432,4,5200,GB@WAS,GB,WAS,O,Hamstring,,,,WR/FLEX
81947-41872,TE,Evan,Evan Engram,Engram,5.799999872843425,6,5200,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-79979,WR,Jamal,Jamal Agnew,Agnew,4.366666793823242,6,5100,NYG@JAC,JAC,NYG,O,Knee,,,,WR/FLEX
81947-65724,RB,JaMycal,JaMycal Hasty,Hasty,3.875,4,5100,NYG@JAC,JAC,NYG,,,,,,RB/FLEX
81947-90307,TE,Daniel,Daniel Bellinger,Bellinger,7.919999694824218,5,5100,NYG@JAC,NYG,JAC,,,,,,TE/FLEX
81947-54608,RB,Jerick,Jerick McKinnon,McKinnon,5.033333460489909,6,5100,KC@SF,KC,SF,,,,,,RB/FLEX
81947-112062,WR,Skyy,Skyy Moore,Moore,1.8333333333333333,6,5100,KC@SF,KC,SF,,,,,,WR/FLEX
81947-88575,WR,Elijah,Elijah Moore,Moore,5.579999923706055,5,5100,NYJ@DEN,NYJ,DEN,O,Personal,,,,WR/FLEX
81947-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,2.5,2,5100,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-91902,WR,Kyle,Kyle Philips,Philips,1.9500000476837158,4,5100,IND@TEN,TEN,IND,Q,Hamstring,,,,WR/FLEX
81947-70422,WR,Kalif,Kalif Raymond,Raymond,2.3,5,5100,DET@DAL,DET,DAL,,,,,,WR/FLEX
81947-71521,RB,Justice,Justice Hill,Hill,4.099999904632568,4,5100,CLE@BAL,BAL,CLE,,,,,,RB/FLEX
81947-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,14.199999809265137,4,5000,ATL@CIN,ATL,CIN,IR,Knee,,,,RB/FLEX
81947-71705,TE,Noah,Noah Fant,Fant,5.083333333333333,6,5000,SEA@LAC,SEA,LAC,,,,,,TE/FLEX
81947-88109,RB,Gary,Gary Brightwell,Brightwell,1.5800000190734864,5,5000,NYG@JAC,NYG,JAC,,,,,,RB/FLEX
81947-24641,WR,Sammy,Sammy Watkins,Watkins,7.050000190734863,2,5000,GB@WAS,GB,WAS,IR,Hamstring,,,,WR/FLEX
81947-40167,RB,Gus,Gus Edwards,Edwards,,,5000,CLE@BAL,BAL,CLE,NA,Knee - acl,,,,RB/FLEX
81947-92413,RB,Elijah,Elijah Mitchell,Mitchell,4.099999904632568,1,5000,KC@SF,SF,KC,IR,Knee - mcl,,,,RB/FLEX
81947-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,9.166666666666666,6,5000,TB@CAR,TB,CAR,,,,,,DEF
81947-52495,WR,Braxton,Braxton Berrios,Berrios,5.063333193461101,6,5000,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-33047,WR,Chris,Chris Moore,Moore,3.700000047683716,4,5000,HOU@LV,HOU,LV,Q,Hip,,,,WR/FLEX
81947-93538,WR,Dyami,Dyami Brown,Brown,8.200000127156576,3,5000,GB@WAS,WAS,GB,O,Groin,,,,WR/FLEX
81947-55748,WR,James,James Washington,Washington,4.03125,16,5000,DET@DAL,DAL,DET,IR,Foot,,,,WR/FLEX
81947-41426,RB,Phillip,Phillip Lindsay,Lindsay,5.800000190734863,2,5000,IND@TEN,IND,TEN,,,,,,RB/FLEX
81947-32235,WR,Marcus,Marcus Johnson,Johnson,4.25,2,5000,NYG@JAC,NYG,JAC,,,,,,WR/FLEX
81947-72182,WR,Dee,Dee Eskridge,Eskridge,1.8200000762939452,5,5000,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-61042,WR,Kendall,Kendall Hinton,Hinton,2.9749999046325684,4,5000,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-137902,RB,Rachaad,Rachaad White,White,4.133333206176758,6,5000,TB@CAR,TB,CAR,,,,,,RB/FLEX
81947-110259,WR,Treylon,Treylon Burks,Burks,4.775000095367432,4,5000,IND@TEN,TEN,IND,IR,Toe,,,,WR/FLEX
81947-27338,RB,Rex,Rex Burkhead,Burkhead,6.519999694824219,5,5000,HOU@LV,HOU,LV,,,,,,RB/FLEX
81947-26355,TE,Logan,Logan Thomas,Thomas,5.775000095367432,4,5000,GB@WAS,WAS,GB,O,Calf,,,,TE/FLEX
81947-14257,WR,Randall,Randall Cobb,Cobb,5.783333460489909,6,5000,GB@WAS,GB,WAS,O,Ankle,,,,WR/FLEX
81947-54244,WR,Kenny,Kenny Golladay,Golladay,1.0666666825612385,3,5000,NYG@JAC,NYG,JAC,O,Knee - mcl,,,,WR/FLEX
81947-61555,WR,David,David Sills V,Sills V,2.5399999618530273,5,4900,NYG@JAC,NYG,JAC,,,,,,WR/FLEX
81947-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,4.699999809265137,4,4900,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-43334,RB,J.D.,J.D. McKissic,McKissic,6.400000254313151,6,4900,GB@WAS,WAS,GB,,,,,,RB/FLEX
81947-22898,RB,Brandon,Brandon Bolden,Bolden,4.550000190734863,4,4900,HOU@LV,LV,HOU,,,,,,RB/FLEX
81947-102893,RB,Tyrion,Tyrion Davis-Price,Davis-Price,3.299999952316284,1,4900,KC@SF,SF,KC,,,,,,RB/FLEX
81947-114180,WR,David,David Bell,Bell,1.9200000762939453,5,4900,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-55830,RB,D'Onta,D'Onta Foreman,Foreman,0.7400000095367432,5,4900,TB@CAR,CAR,TB,,,,,,RB/FLEX
81947-64031,TE,Hayden,Hayden Hurst,Hurst,6.883333206176758,6,4900,ATL@CIN,CIN,ATL,,,,,,TE/FLEX
81947-86811,TE,Cade,Cade Otton,Otton,3.9749999046325684,4,4900,TB@CAR,TB,CAR,,,,,,TE/FLEX
81947-60451,TE,Tyler,Tyler Conklin,Conklin,6.316666920979817,6,4800,NYJ@DEN,NYJ,DEN,,,,,,TE/FLEX
81947-86052,WR,Kadarius,Kadarius Toney,Toney,1.649999976158142,2,4800,NYG@JAC,NYG,JAC,O,Hamstring,,,,WR/FLEX
81947-12531,D,Denver,Denver Broncos,Broncos,8.166666666666666,6,4800,NYJ@DEN,DEN,NYJ,,,,,,DEF
81947-56708,TE,Will,Will Dissly,Dissly,6.733333587646484,6,4800,SEA@LAC,SEA,LAC,,,,,,TE/FLEX
81947-32243,WR,Marquise,Marquise Goodwin,Goodwin,2.7249999046325684,4,4800,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-34295,WR,Breshad,Breshad Perriman,Perriman,3.799999952316284,4,4800,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-55042,TE,Dalton,Dalton Schultz,Schultz,2.625,4,4800,DET@DAL,DAL,DET,,,,,,TE/FLEX
81947-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,8,2,4800,TB@CAR,CAR,TB,Q,Hamstring,,,,WR/FLEX
81947-89970,WR,Amari,Amari Rodgers,Rodgers,0.3166666626930237,6,4800,GB@WAS,GB,WAS,,,,,,WR/FLEX
81947-94087,RB,DeeJay,DeeJay Dallas,Dallas,0.9000000158945719,6,4800,SEA@LAC,SEA,LAC,,,,,,RB/FLEX
81947-104424,RB,Craig,Craig Reynolds,Reynolds,5.275000095367432,4,4800,DET@DAL,DET,DAL,,,,,,RB/FLEX
81947-154661,WR,Michael,Michael Bandy,Bandy,3.4000000953674316,2,4700,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-83083,WR,Justin,Justin Watson,Watson,2.25,6,4700,KC@SF,KC,SF,,,,,,WR/FLEX
81947-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,1.899999976158142,1,4700,CLE@BAL,CLE,BAL,,,,,,RB/FLEX
81947-54472,WR,Cam,Cam Sims,Sims,0.574999988079071,4,4700,GB@WAS,WAS,GB,,,,,,WR/FLEX
81947-149710,WR,Mike,Mike Strachan,Strachan,1.850000023841858,4,4700,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-12530,D,Dallas,Dallas Cowboys,Cowboys,9.833333333333334,6,4700,DET@DAL,DAL,DET,,,,,,DEF
81947-89437,WR,Tim,Tim Jones,Jones,1.25,2,4700,NYG@JAC,JAC,NYG,,,,,,WR/FLEX
81947-87469,TE,Jelani,Jelani Woods,Woods,6.949999809265137,4,4700,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-87515,WR,Tylan,Tylan Wallace,Wallace,0.8999999761581421,4,4700,CLE@BAL,BAL,CLE,,,,,,WR/FLEX
81947-88548,WR,Jalen,Jalen Tolbert,Tolbert,0.8999999761581421,1,4700,DET@DAL,DAL,DET,,,,,,WR/FLEX
81947-95854,WR,Montrell,Montrell Washington,Washington,0.36666667461395264,6,4700,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-53913,WR,Cody,Cody Hollister,Hollister,2.700000047683716,1,4700,IND@TEN,TEN,IND,,,,,,WR/FLEX
81947-69276,WR,Bryan,Bryan Edwards,Edwards,0.7333333492279053,3,4700,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-63186,WR,James,James Proche II,Proche II,1.2000000476837158,1,4700,CLE@BAL,BAL,CLE,,,,,,WR/FLEX
81947-56142,WR,Juwann,Juwann Winfree,Winfree,0.7333333492279053,3,4700,GB@WAS,GB,WAS,,,,,,WR/FLEX
81947-61273,WR,Scotty,Scotty Miller,Miller,4.033333460489909,3,4700,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-89997,WR,Michael,Michael Woods II,Woods II,2,1,4700,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,6.220000076293945,5,4700,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-72772,RB,Avery,Avery Williams,Williams,2.75,6,4600,ATL@CIN,ATL,CIN,,,,,,RB/FLEX
81947-63591,RB,Ronald,Ronald Jones II,Jones II,4.946666463216146,15,4600,KC@SF,KC,SF,,,,,,RB/FLEX
81947-79998,WR,Keelan,Keelan Cole,Cole,0.5666666825612386,3,4600,HOU@LV,LV,HOU,,,,,,WR/FLEX
81947-70859,TE,Albert,Albert Okwuegbunam,Okwuegbunam,2.125,4,4600,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,0.6666666666666666,3,4600,HOU@LV,HOU,LV,,,,,,WR/FLEX
81947-93404,RB,Zander,Zander Horvath,Horvath,2.5333333015441895,6,4600,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
81947-91361,RB,Hassan,Hassan Haskins,Haskins,1.3999999364217122,3,4600,IND@TEN,TEN,IND,,,,,,RB/FLEX
81947-88297,TE,Chig,Chig Okonkwo,Okonkwo,4.166666666666667,3,4600,IND@TEN,TEN,IND,,,,,,TE/FLEX
81947-29949,WR,Marvin,Marvin Hall,Hall,1.5,1,4600,NYG@JAC,JAC,NYG,,,,,,WR/FLEX
81947-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,8.166666666666666,6,4600,NYG@JAC,JAC,NYG,,,,,,DEF
81947-60712,TE,Foster,Foster Moreau,Moreau,5.199999809265137,2,4600,HOU@LV,LV,HOU,,,,,,TE/FLEX
81947-90408,WR,Dax,Dax Milne,Milne,0.6333333253860474,6,4600,GB@WAS,WAS,GB,,,,,,WR/FLEX
81947-55694,WR,Mike,Mike Thomas,Thomas,3.4000000953674316,2,4600,ATL@CIN,CIN,ATL,,,,,,WR/FLEX
81947-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,3,1,4600,SEA@LAC,SEA,LAC,,,,,,RB/FLEX
81947-87467,RB,Chuba,Chuba Hubbard,Hubbard,0.4,5,4600,TB@CAR,CAR,TB,,,,,,RB/FLEX
81947-73130,RB,Chris,Chris Evans,Evans,0.22499999403953552,4,4600,ATL@CIN,CIN,ATL,,,,,,RB/FLEX
81947-91578,RB,Zamir,Zamir White,White,0.6333333253860474,3,4600,HOU@LV,LV,HOU,,,,,,RB/FLEX
81947-31184,RB,Jonathan,Jonathan Williams,Williams,1.8000000317891438,3,4600,GB@WAS,WAS,GB,O,Knee,,,,RB/FLEX
81947-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,3.816666603088379,6,4600,KC@SF,SF,KC,,,,,,RB/FLEX
81947-89613,WR,Simi,Simi Fehoko,Fehoko,1.9500000476837158,2,4600,DET@DAL,DAL,DET,IR,Shoulder,,,,WR/FLEX
81947-60957,WR,KaVontae,KaVontae Turpin,Turpin,0.050000001986821495,6,4600,DET@DAL,DAL,DET,,,,,,WR/FLEX
81947-57909,RB,Marlon,Marlon Mack,Mack,0,1,4600,KC@SF,SF,KC,,,,,,RB/FLEX
81947-63050,RB,Ty,Ty Johnson,Johnson,0.29999999205271405,3,4600,NYJ@DEN,NYJ,DEN,,,,,,RB/FLEX
81947-27229,RB,Ameer,Ameer Abdullah,Abdullah,0.5599999904632569,5,4600,HOU@LV,LV,HOU,,,,,,RB/FLEX
81947-63078,RB,Ke'Shawn,Ke'Shawn Vaughn,Vaughn,6.828571319580078,7,4600,TB@CAR,TB,CAR,,,,,,RB/FLEX
81947-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,1.2166666984558105,6,4600,KC@SF,SF,KC,,,,,,WR/FLEX
81947-87657,WR,Seth,Seth Williams,Williams,3.9000000953674316,1,4600,NYG@JAC,JAC,NYG,,,,,,WR/FLEX
81947-87662,WR,Anthony,Anthony Schwartz,Schwartz,1.4666666984558105,3,4600,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-88699,RB,Jaret,Jaret Patterson,Patterson,3.6357143947056363,14,4600,GB@WAS,WAS,GB,,,,,,RB/FLEX
81947-61060,RB,Devine,Devine Ozigbo,Ozigbo,0.20000000298023224,1,4600,NYJ@DEN,DEN,NYJ,,,,,,RB/FLEX
81947-70282,WR,Demetric,Demetric Felton,Felton,0.20000000298023224,2,4600,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-23194,WR,Josh,Josh Gordon,Gordon,0,1,4600,IND@TEN,TEN,IND,,,,,,WR/FLEX
81947-71372,WR,Tyrie,Tyrie Cleveland,Cleveland,1.899999976158142,2,4600,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-69383,WR,Dezmon,Dezmon Patmon,Patmon,3.4000000953674316,1,4600,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-71444,RB,Travis,Travis Homer,Homer,2.366666634877523,3,4600,SEA@LAC,SEA,LAC,IR,Ribs,,,,RB/FLEX
81947-72515,TE,Ian,Ian Thomas,Thomas,2.75,6,4600,TB@CAR,CAR,TB,,,,,,TE/FLEX
81947-86875,RB,Jordan,Jordan Mason,Mason,0.699999988079071,1,4600,KC@SF,SF,KC,,,,,,RB/FLEX
81947-55165,RB,Justin,Justin Jackson,Jackson,2.2750000953674316,4,4600,DET@DAL,DET,DAL,,,,,,RB/FLEX
81947-30635,RB,Mike,Mike Davis,Davis,0.5999999841054281,3,4600,CLE@BAL,BAL,CLE,,,,,,RB/FLEX
81947-72627,RB,Patrick,Patrick Taylor,Taylor,4.050000190734863,4,4600,GB@WAS,GB,WAS,,,,,,RB/FLEX
81947-63419,WR,Andy,Andy Isabella,Isabella,1.5499999523162842,2,4600,CLE@BAL,BAL,CLE,,,,,,WR/FLEX
81947-92093,WR,Jaelon,Jaelon Darden,Darden,0.6400000095367432,5,4600,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-104388,WR,Tom,Tom Kennedy,Kennedy,3.450000047683716,2,4600,DET@DAL,DET,DAL,,,,,,WR/FLEX
81947-30678,WR,Damiere,Damiere Byrd,Byrd,0,2,4600,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-63447,WR,Penny,Penny Hart,Hart,2,1,4600,SEA@LAC,SEA,LAC,D,Hamstring,,,,WR/FLEX
81947-93187,RB,D'vonte,D'vonte Price,Price,,,4500,IND@TEN,IND,TEN,,,,,,RB/FLEX
81947-70663,WR,Frank,Frank Darby,Darby,0.949999988079071,2,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-111631,WR,Jameson,Jameson Williams,Williams,,,4500,DET@DAL,DET,DAL,IR,Knee - acl,,,,WR/FLEX
81947-170000,WR,Shemar,Shemar Bridges,Bridges,,,4500,CLE@BAL,BAL,CLE,Q,Undisclosed,,,,WR/FLEX
81947-70680,WR,Jalen,Jalen Camp,Camp,,,4500,HOU@LV,HOU,LV,,,,,,WR/FLEX
81947-86047,RB,Malik,Malik Davis,Davis,,,4500,DET@DAL,DAL,DET,,,,,,RB/FLEX
81947-56356,WR,Isaiah,Isaiah Ford,Ford,3.4099998474121094,10,4500,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-89127,WR,Justin,Justin Hall,Hall,,,4500,HOU@LV,LV,HOU,,,,,,WR/FLEX
81947-62505,TE,MyCole,MyCole Pruitt,Pruitt,6.699999809265137,1,4500,ATL@CIN,ATL,CIN,,,,,,TE/FLEX
81947-133163,WR,Ra'Shaun,Ra'Shaun Henry,Henry,,,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-71723,WR,Dez,Dez Fitzpatrick,Fitzpatrick,4.466666539510091,3,4500,IND@TEN,TEN,IND,,,,,,WR/FLEX
81947-64555,WR,Calvin,Calvin Ridley,Ridley,11.11999969482422,5,4500,ATL@CIN,ATL,CIN,IR,Suspension,,,,WR/FLEX
81947-79920,WR,Cyril,Cyril Grayson Jr.,Grayson Jr.,13.199999491373697,3,4500,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-152631,WR,Samori,Samori Toure,Toure,,,4500,GB@WAS,GB,WAS,,,,,,WR/FLEX
81947-63550,WR,Isaiah,Isaiah Zuber,Zuber,,,4500,HOU@LV,LV,HOU,,,,,,WR/FLEX
81947-64575,RB,Derrick,Derrick Gore,Gore,5.822222391764323,9,4500,KC@SF,KC,SF,Q,Thumb,,,,RB/FLEX
81947-55366,RB,Qadree,Qadree Ollison,Ollison,2.9500001271565757,6,4500,DET@DAL,DAL,DET,,,,,,RB/FLEX
81947-27721,WR,Justin,Justin Hardee Sr.,Hardee Sr.,0,1,4500,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-87112,WR,Josh,Josh Ali,Ali,,,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-68685,WR,Austin,Austin Mack,Mack,,,4500,KC@SF,SF,KC,Q,Hamstring,,,,WR/FLEX
81947-71756,WR,Aaron,Aaron Fuller,Fuller,,,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-68686,WR,C.J.,C.J. Saunders,Saunders,2.0999999046325684,1,4500,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-89172,RB,John,John Lovett,Lovett,,,4500,TB@CAR,CAR,TB,,,,,,RB/FLEX
81947-68694,RB,Antonio,Antonio Williams,Williams,,,4500,NYG@JAC,NYG,JAC,,,,,,RB/FLEX
81947-57432,WR,Cameron,Cameron Batson,Batson,2.5,4,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-91225,RB,Kylin,Kylin Hill,Hill,0.42500001192092896,8,4500,GB@WAS,GB,WAS,NA,Knee - acl,,,,RB/FLEX
81947-65627,WR,Maurice,Maurice Alexander,Alexander,0,2,4500,DET@DAL,DET,DAL,,,,,,WR/FLEX
81947-68712,WR,Tyler,Tyler Johnson,Johnson,3.588235294117647,17,4500,HOU@LV,HOU,LV,,,,,,WR/FLEX
81947-86125,WR,Brandon,Brandon Smith,Smith,,,4500,DET@DAL,DAL,DET,,,,,,WR/FLEX
81947-79982,RB,Alex,Alex Armah,Armah,1.4499999682108562,6,4500,GB@WAS,WAS,GB,,,,,,RB/FLEX
81947-30837,WR,Jordan,Jordan Matthews,Matthews,,,4500,KC@SF,SF,KC,IR,Knee - acl,,,,WR/FLEX
81947-55414,WR,Cody,Cody Thompson,Thompson,,,4500,SEA@LAC,SEA,LAC,IR,Shoulder,,,,WR/FLEX
81947-69752,WR,Jalen,Jalen Virgil,Virgil,,,4500,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-64634,WR,Alex,Alex Bachman,Bachman,-0.30000001192092896,1,4500,NYG@JAC,NYG,JAC,,,,,,WR/FLEX
81947-42107,WR,Robert,Robert Foster,Foster,,,4500,NYG@JAC,NYG,JAC,Q,Hamstring,,,,WR/FLEX
81947-84101,WR,Vyncint,Vyncint Smith,Smith,0,1,4500,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-69769,RB,Darius,Darius Bradwell,Bradwell,0,1,4500,TB@CAR,CAR,TB,,,,,,RB/FLEX
81947-71821,WR,Joe,Joe Reed,Reed,,,4500,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-83086,WR,Daurice,Daurice Fountain,Fountain,,,4500,KC@SF,KC,SF,,,,,,WR/FLEX
81947-83091,RB,Trenton,Trenton Cannon,Cannon,0,1,4500,IND@TEN,TEN,IND,IR,Knee,,,,RB/FLEX
